Security Code,Security Name,Category of person,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Price,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Exchange on which the Trade was executed,Reported to Exchange
540376,Avenue Supermarts Ltd,Designated Person,16000,4784000,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,10850,3244150,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Director,10000,2990000,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,4500,1345500,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,13650,4081350,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,8000,2392000,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,14400,4305600,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,40400,12079600,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,14800,4425200,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,5250,1569750,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,28465,8511035,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,12600,3767400,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,4500,1345500,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,1400,418600,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,38375,11474125,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,4500,1345500,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,21876,6540924,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,800,2806280,3507.85,Pledge,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,23200,6936800,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,7000,2093000,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,775,231725,299,Acquisition,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,2220,7769889,3499.95,Pledge,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,3420,11993940,3507,Pledge,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,8500,29816725,3507.85,Pledge,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,2140,7504980,3507,Pledge,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,3880,13607160,3507,Pledge,NA,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,1110,3888385,3503.04955,Pledge,NA,30-May-23
540376,Avenue Supermarts Ltd,Designated Person,8500,2541500,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,KMP,1500,448500,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,3700,12673980,3425.4,Pledge,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,43000,144050000,3350,Pledge,NA,25-May-23
540376,Avenue Supermarts Ltd,Director,10000,2990000,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,16000,4784000,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,1350,403650,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,2000,598000,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,12926,3864874,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,16400,4903600,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,10000,2990000,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,8200,2451800,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,9000,2691000,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,2790,834210,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,1290,385710,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,27300,8162700,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,3880,1160120,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,2140,639860,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,16400,4903600,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,3420,1022580,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,10000,2990000,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,5000,1495000,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,800,239200,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,2220,663780,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,14400,4305600,299,Acquisition,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,6400,21945601,3429.000156,Pledge,NA,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,7025,24053600,3424,Pledge,NA,23-May-23
540376,Avenue Supermarts Ltd,Designated Person,4000,1196000,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,26600,7953400,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,24850,7430150,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,24150,7220850,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,25200,7534800,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,24851,7430449,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,15812,4727788,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,1110,331890,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,16000,4784000,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,10400,3109600,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,10000,2990000,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,7000,2093000,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,3150,941850,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,180,53820,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,9000,2691000,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,1560,466440,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,1520,454480,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,13034,3897166,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,2475,740025,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,1700,508300,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,1310,391690,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,31159,9316541,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,15000,4485000,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,9250,2765750,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,32000,9568000,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,28000,8372000,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,20200,6039800,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Director,14400,4305600,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,10340,3091660,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,10000,2990000,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,13000,3887000,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,14800,4425200,299,Acquisition,NA,12-May-23
540376,Avenue Supermarts Ltd,Designated Person,500,1850000,3700,Disposal,NSE,28-Jul-23
540376,Avenue Supermarts Ltd,Designated Person,1309,4869480,3720,Disposal,NSE,28-Jul-23
540376,Avenue Supermarts Ltd,Designated Person,1000,3697790,3697.79,Disposal,NSE,27-Jul-23
540376,Avenue Supermarts Ltd,Designated Person,1000,3667000,3667,Disposal,NSE,27-Jul-23
540376,Avenue Supermarts Ltd,Designated Person,270,996300,3690,Disposal,NSE,27-Jul-23
540376,Avenue Supermarts Ltd,Designated Person,2000,7417000,3708.5,Disposal,NSE,27-Jul-23
540376,Avenue Supermarts Ltd,Designated Person,60,222600,3710,Disposal,NSE,26-Jul-23
540376,Avenue Supermarts Ltd,Designated Person,1000,3667961,3667.961,Disposal,NSE,26-Jul-23
540376,Avenue Supermarts Ltd,Designated Person,302,1117273,3699.57947,Disposal,NSE,24-Jul-23
540376,Avenue Supermarts Ltd,Designated Person,2000,7380000,3690,Disposal,NSE,24-Jul-23
540376,Avenue Supermarts Ltd,Designated Person,5616,20892490,,Disposal,NSE,16-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,500,1858952,,Disposal,NSE,16-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,332,1232869,,Disposal,NSE,15-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,100,368862,,Disposal,NSE,15-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,4850,17925600,,Disposal,NSE,15-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,250,925250,,Disposal,NSE,15-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,500,1868000,,Disposal,NSE,15-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,250,920250,,Disposal,NSE,15-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,2000,7440000,,Disposal,NSE,15-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,480,1774080,,Disposal,NSE,15-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,81,300591,,Disposal,NSE,14-Jun-23
540376,Avenue Supermarts Ltd,Director,28000,103702240,,Disposal,NSE,14-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,5180,19235600,,Disposal,NSE,14-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,600,2159943,,Disposal,NSE,13-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,5000,18175000,,Disposal,NSE,13-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,500,1836595,,Disposal,NSE,13-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,3000,10692000,,Disposal,NSE,13-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,100,361572,,Disposal,NSE,13-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,400,1454000,,Disposal,NSE,13-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,2000,7200000,,Disposal,NSE,13-Jun-23
540376,Avenue Supermarts Ltd,KMP,100,363500,,Disposal,NSE,13-Jun-23
540376,Avenue Supermarts Ltd,Director,20000,72064400,,Disposal,NSE,12-Jun-23
540376,Avenue Supermarts Ltd,Director,37221,133830242,,Disposal,NSE,9-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,400,1440000,,Disposal,NSE,9-Jun-23
540376,Avenue Supermarts Ltd,Director,11326,40239013,,Disposal,NSE,9-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,15500,56195000,,Disposal,NSE,9-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,5667,20122576,,Disposal,NSE,9-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,5000,18015000,,Disposal,NSE,9-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,2000,7160000,,Disposal,NSE,9-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,169,599781,,Disposal,NSE,9-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,4400,15584800,,Disposal,NSE,9-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,279,986767,,Disposal,NSE,8-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,10500,37257460,,Disposal,NSE,8-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,13000,45635203,,Disposal,NSE,8-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,1200,4243200,,Disposal,NSE,8-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,2172,7700022,,Disposal,NSE,8-Jun-23
540376,Avenue Supermarts Ltd,KMP,700,2479728,,Disposal,NSE,7-Jun-23
540376,Avenue Supermarts Ltd,Director,2779,9858116,,Disposal,NSE,7-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,5000,17712000,,Disposal,NSE,7-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,400,1402136,,Disposal,NSE,7-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,500,1780000,,Disposal,NSE,7-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,5643,19966570,,Disposal,NSE,7-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,2000,7100000,,Disposal,NSE,7-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,100,353717,,Disposal,NSE,7-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,1000,3547500,,Disposal,NSE,7-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,300,1061700,,Disposal,NSE,6-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,6000,21258000,,Disposal,NSE,6-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,6333,22477795,,Disposal,NSE,6-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,4600,16312315,,Disposal,NSE,6-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,250,882500,,Disposal,NSE,6-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,4306,15250732,,Disposal,NSE,6-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,2000,7070460,,Disposal,NSE,6-Jun-23
540376,Avenue Supermarts Ltd,KMP,3309,11703516,,Disposal,NSE,6-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,10051,35510183,,Disposal,NSE,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,3024,10585943,,Disposal,NSE,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,5500,19431545,,Disposal,NSE,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,100,351640,,Disposal,NSE,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,2000,7025560,,Disposal,NSE,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,340,1183419,,Disposal,NSE,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,1250,4398003,,Disposal,NSE,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,1250,4384435,,Disposal,NSE,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,5300,18570311,,Disposal,NSE,2-Jun-23
540376,Avenue Supermarts Ltd,Designated Person,17000,59341533,,Disposal,NSE,30-May-23
540376,Avenue Supermarts Ltd,Designated Person,7400,25900495,,Disposal,NSE,30-May-23
540376,Avenue Supermarts Ltd,Designated Person,2500,8750000,,Disposal,NSE,30-May-23
540376,Avenue Supermarts Ltd,Designated Person,6390,22295268,,Disposal,NSE,30-May-23
540376,Avenue Supermarts Ltd,Designated Person,12000,41700000,,Disposal,NSE,30-May-23
540376,Avenue Supermarts Ltd,Designated Person,654,2235700,,Disposal,NSE,26-May-23
540376,Avenue Supermarts Ltd,Designated Person,240,824431,,Disposal,NSE,26-May-23
540376,Avenue Supermarts Ltd,Designated Person,4500,15525330,,Disposal,NSE,26-May-23
540376,Avenue Supermarts Ltd,Designated Person,450,1566900,,Disposal,NSE,26-May-23
540376,Avenue Supermarts Ltd,Designated Person,415,1423526,,Disposal,NSE,25-May-23
540376,Avenue Supermarts Ltd,Designated Person,35,119175,,Disposal,NSE,25-May-23
540376,Avenue Supermarts Ltd,Employees Immediate Relative,500,1746500,,Disposal,NSE,23-May-23
540376,Avenue Supermarts Ltd,Designated Person,11500,39817055,,Disposal,NSE,23-May-23
540376,Avenue Supermarts Ltd,Designated Person,12000,40759200,,Disposal,NSE,23-May-23
540376,Avenue Supermarts Ltd,Employees Immediate Relative,500,1741500,,Disposal,NSE,23-May-23
540376,Avenue Supermarts Ltd,Designated Person,12000,40877315,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,500,1727750,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,4600,15944311,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,1291,4494784,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,590,2005970,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,7000,23991138,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,7000,24053732,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,2500,8552687,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,12774,43613685,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,300,1026000,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,2800,9609098,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,40,136492,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,4180,14352300,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,5501,18846190,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,2060,7013427,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,9000,30723224,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,6200,21184718,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,4800,16425600,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,1975,6709102,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,4800,16404587,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,17000,57817000,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,11400,39249861,,Disposal,NSE,19-May-23
540376,Avenue Supermarts Ltd,Designated Person,291,989400,,Disposal,NSE,19-May-23
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
532395,Axiscades Technologies Ltd,Promoter,998540,482744163,483.45,Pledge,NA,13-Jul-23
532395,Axiscades Technologies Ltd,Other,10500,4995375,,Disposal,NSE,4-Jul-23
532395,Axiscades Technologies Ltd,Other,24000,11756880,,Disposal,NSE,4-Jul-23
532395,Axiscades Technologies Ltd,Other,10500,5244750,,Disposal,NSE,4-Jul-23
532395,Axiscades Technologies Ltd,Designated Person,1250,624125,,Disposal,NSE,4-Jul-23
532395,Axiscades Technologies Ltd,Designated Person,3000,1427250,,Disposal,NSE,3-Jul-23
532395,Axiscades Technologies Ltd,Designated Person,2000,999000,,Disposal,NSE,3-Jul-23
532395,Axiscades Technologies Ltd,Designated Person,500,249750,,Disposal,NSE,3-Jul-23
532395,Axiscades Technologies Ltd,Other,10500,4757550,,Disposal,NSE,3-Jul-23
532395,Axiscades Technologies Ltd,Designated Person,500,237875,,Disposal,NSE,3-Jul-23
532395,Axiscades Technologies Ltd,Designated Person,250,113275,,Disposal,NSE,28-Jun-23
532395,Axiscades Technologies Ltd,Other,10500,4492845,,Disposal,NSE,28-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,250,107750,,Disposal,NSE,27-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,350,153671,,Disposal,NSE,27-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,475,210615,,Disposal,NSE,27-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,500,221700,,Disposal,NSE,26-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,1800,740520,,Disposal,NSE,9-Jun-23
532395,Axiscades Technologies Ltd,Other,14000,5754000,,Disposal,NSE,9-Jun-23
532395,Axiscades Technologies Ltd,Other,12000,4482120,,Disposal,NSE,9-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,3000,1175550,,Disposal,NSE,9-Jun-23
532395,Axiscades Technologies Ltd,Other,4500,1619100,,Disposal,NSE,6-Jun-23
532395,Axiscades Technologies Ltd,Other,27000,10073700,,Disposal,NSE,6-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,3000,1119600,,Disposal,NSE,6-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,2150,800530,,Disposal,NSE,6-Jun-23
532395,Axiscades Technologies Ltd,Other,9098,3361347,,Disposal,NSE,1-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,1500,555802,,Disposal,NSE,1-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,2000,742900,,Disposal,NSE,1-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,1500,564270,,Disposal,NSE,1-Jun-23
532395,Axiscades Technologies Ltd,Other,6977,2597816,,Disposal,NSE,1-Jun-23
532395,Axiscades Technologies Ltd,Designated Person,1500,563310,,Disposal,NSE,1-Jun-23
,,,,,,,,
,,,,,,,,
532977,BAJAJ AUTO LTD.,Designated Person,279,1289705,4622.598566,Acquisition,NA,28-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,1006,3913089,3889.750497,Acquisition,NA,27-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,344,1012272,2942.651163,Acquisition,NA,23-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,269,791573,2942.650558,Acquisition,NA,23-Jun-23
532977,BAJAJ AUTO LTD.,Promoter Group,209760,964245744,4596.9,Acquisition,NA,23-Jun-23
532977,BAJAJ AUTO LTD.,Promoter Group,209759,964241147,4596.9,Acquisition,NA,23-Jun-23
532977,BAJAJ AUTO LTD.,Promoter Group,1048796,4821210332,4596.9,Disposal,NA,23-Jun-23
532977,BAJAJ AUTO LTD.,Promoter Group,209759,964241147,4596.9,Acquisition,NA,23-Jun-23
532977,BAJAJ AUTO LTD.,Promoter Group,209759,964241147,4596.9,Acquisition,NA,23-Jun-23
532977,BAJAJ AUTO LTD.,Promoter Group,209759,964241147,4596.9,Acquisition,NA,23-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,880,2589532,2942.65,Acquisition,NA,21-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,500,1471325,2942.65,Acquisition,NA,21-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,200,588530,2942.65,Acquisition,NA,19-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,200,588530,2942.65,Acquisition,NA,19-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,57,167731,2942.649123,Acquisition,NA,19-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,4164,12253195,2942.650096,Acquisition,NA,19-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,500,1471325,2942.65,Acquisition,NA,16-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,1764,5190835,2942.650227,Acquisition,NA,16-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,543,1597859,2942.650092,Acquisition,NA,16-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,3000,8827950,2942.65,Acquisition,NA,16-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,400,1177060,2942.65,Acquisition,NA,16-Jun-23
532977,BAJAJ AUTO LTD.,Designated Person,350,1361413,3889.751429,Acquisition,NA,14-Jun-23
