Security Code,Security Name,Name of Person,Category of person,Type of Securities held Prior to acquisition/Disposed),Number of Securities held Prior to acquisition/Disposed,%   of  Securities held Prior to acquisition/Disposed,Type of Securities Acquired/Disposed/Pledge etc.,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Type of Securities held Post  acquisition/Disposed/Pledge  etc,Number of Securities held Post  acquisition/Disposed/Pledge etc,Post-Transaction % of Shareholding,Date of acquisition of shares/sale of shares/Date of Allotment(From date),Date of acquisition of shares/sale of shares/Date of Allotment( To date  ),Date of Intimation to Company,Mode of Acquisition,Trading in Derivative - Type of Contract,Derivative Contract  Specification,Derivatives - Buy Value (Notional),Derivatives - Buy-Number of Units(Contracts*lot size),Derivatives - Sales Value (Notional),Derivatives - Sales-Number of Units(Contracts * lot size),Exchange on which the Trade was executed,Reported to Exchange
500180,HDFC Bank Ltd,Sunder Skandan,Designated Person,Equity Shares,145754,0.00,Equity Shares,5000,8485000.00,Disposal,Equity,140754,0.00,27 Jul 2023,27 Jul 2023,28 Jul 2023,Market Sale,,,,,,,NSE,28 Jul 2023
542772,360 ONE WAM LTD,KESHAV KABRA,Employee,Equity Shares,22232,0.01,Equity Shares,2000,1030045.00,Disposal,Equity,20232,0.01,25 Jul 2023,25 Jul 2023,26 Jul 2023,Market Sale,,,,,,,NSE,28 Jul 2023
542772,360 ONE WAM LTD,VIRAL ARUN SHAH,Employee,Equity Shares,14000,0.00,Equity Shares,4218,2159605.00,Disposal,Equity,9782,0.00,27 Jul 2023,28 Jul 2023,28 Jul 2023,Market Sale,,,,,,,NSE,28 Jul 2023
504067,ZENSAR TECHNOLOGIES LTD.,Chaitanya Rajebahadur,Employee,Equity Shares,52408,0.02,Equity Shares,52408,25150683.00,Disposal,Equity,0,0.00,25 Jul 2023,26 Jul 2023,28 Jul 2023,Market Sale,,,,,,,NSE,28 Jul 2023
532187,INDUSIND BANK LTD.,Ramaswamy Meyyappan,Connected Person,Equity Shares,125792,0.02,Equity Shares,25792,36558976.00,Disposal,Equity,100000,0.01,28 Jul 2023,28 Jul 2023,28 Jul 2023,Market Sale,,,,,,,NSE,28 Jul 2023
501150,CENTRUM CAPITAL LTD.,Business Match Services India  Private Limited,Promoter,Equity Shares,134499041,32.33,Equity Shares,3000000,63900000.00,Pledge,Equity,134499041,32.33,25 Jul 2023,25 Jul 2023,27 Jul 2023,Creation Of Pledge,,,,,,,NA,28 Jul 2023
540204,Eiko Lifesciences Ltd,UMESH RAVINDRANATH MORE,Director,Equity Shares,477711,5.74,Equity Shares,57401,3661610.00,Disposal,Equity,420310,5.05,27 Jul 2023,27 Jul 2023,28 Jul 2023,Market Sale,,,,,,,BSE,28 Jul 2023
540115,L&T Technology Services Ltd,RAMKUMAR V,Designated Person,Equity Shares,10600,0.01,Equity Shares,500,1972490.00,Disposal,Equity,10100,0.01,27 Jul 2023,27 Jul 2023,28 Jul 2023,Market Sale,,,,,,,BSE,28 Jul 2023
500180,HDFC Bank Ltd,Vidhi Pohuja,Designated Person,Equity Shares,21672,0.00,Equity Shares,100,170095.00,Disposal,Equity,21572,0.00,27 Jul 2023,27 Jul 2023,28 Jul 2023,Market Sale,,,,,,,NSE,28 Jul 2023
500180,HDFC Bank Ltd,MANDAR SURESH MHATRE,Designated Person,Equity Shares,19016,0.00,Equity Shares,1800,2212200.00,Acquisition,Equity,20816,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
524332,BCL Industries Ltd-$,SARA GARG,Promoter Group,Equity Shares,0,0.00,Equity Shares,200000,54000000.00,Acquisition,Equity,200000,0.80,25 Jul 2023,25 Jul 2023,26 Jul 2023,Preferential Offer,,,,,,,NA,27 Jul 2023
532784,Sobha Limited,Puthan N C Menon,Promoter,Equity Shares,17628313,18.58,Equity Shares,6700000,3879970000.00,Revoke,Equity,17628313,18.58,25 Jul 2023,25 Jul 2023,27 Jul 2023,Pledge Released,,,,,,,NA,27 Jul 2023
540006,East West Holdings Ltd,Mohammad Shafi,Promoter,Warrants,47144671,37.62,Warrants,2248219,2.00,Acquisition,Warrants,49392890,38.72,26 Jul 2023,26 Jul 2023,27 Jul 2023,Allotment,,,,,,,BSE,27 Jul 2023
500180,HDFC Bank Ltd,SANMOY CHAKRABARTI,Designated Person,Equity Shares,0,0.00,Equity Shares,24400,25146640.00,Acquisition,Equity,24400,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
524332,BCL Industries Ltd-$,RAJINDER MITTAL,Promoter,Equity Shares,4068040,16.84,Equity Shares,200000,54000000.00,Acquisition,Equity,4268040,17.14,25 Jul 2023,25 Jul 2023,26 Jul 2023,Preferential Offer,,,,,,,NA,27 Jul 2023
524332,BCL Industries Ltd-$,RAJINDER MITTAL,Promoter & Director,Equity Shares,4068040,16.84,Equity Shares,200000,72000000.00,Acquisition,Equity,4268040,17.15,25 Jul 2023,25 Jul 2023,26 Jul 2023,Conversion of security,,,,,,,NA,27 Jul 2023
532893,VTM LTD.,T.KANNAN,Promoter & Director,Equity Shares,585600,1.46,Equity Shares,585600,0.00,Disposal,Equity,0,0.00,24 Jul 2023,24 Jul 2023,26 Jul 2023,Inter-se Transfer,,,,,,,NA,27 Jul 2023
532777,INFO EDGE (INDIA) LTD.,Info Edge Employees Stock Option Plan Trust,Trust,Equity Shares,158447,0.12,Equity Shares,700,7000.00,Disposal,Equity,157747,0.12,26 Jul 2023,26 Jul 2023,26 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
524332,BCL Industries Ltd-$,KUSHAL MITTAL,Promoter,Equity Shares,4206970,17.42,Equity Shares,100000,27000000.00,Acquisition,Equity,4306970,17.30,25 Jul 2023,25 Jul 2023,26 Jul 2023,Preferential Offer,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,Vidhi Pohuja,Designated Person,Equity Shares,8910,0.00,Equity Shares,5466,9210210.00,Revoke,Equity,8910,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Pledge Released,,,,,,,NA,27 Jul 2023
517059,SALZER ELECTRONICS LTD.-$,Saradha Investments Limited,Promoter Group,Equity Shares,801470,4.89,Equity Shares,100000,27850000.00,Acquisition,Equity,901470,5.47,26 Jul 2023,26 Jul 2023,26 Jul 2023,Allotment,,,,,,,NA,27 Jul 2023
532777,INFO EDGE (INDIA) LTD.,Info Edge Employees Stock Option Plan Trust,Trust,Equity Shares,157747,0.12,Equity Shares,804,8040.00,Disposal,Equity,156943,0.12,27 Jul 2023,27 Jul 2023,27 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
511605,ARIHANT CAPITAL MARKETS LTD.,Ms. Swati Jain,Promoter Group,Equity Shares,3807577,3.95,Equity Shares,36000,0.00,Disposal,Equity,3771577,3.63,25 Jul 2023,25 Jul 2023,26 Jul 2023,Market Sale,,,,,,,BSE,27 Jul 2023
524332,BCL Industries Ltd-$,SARA GARG,Promoter Group,Equity Shares,0,0.00,Equity Shares,200000,72000000.00,Acquisition,Equity,200000,0.80,25 Jul 2023,25 Jul 2023,26 Jul 2023,Conversion of security,,,,,,,NA,27 Jul 2023
519600,CCL PRODUCTS (INDIA) LTD.,AMARASREE KATA,Directors Immediate Relative,Equity Shares,12986,0.01,Equity Shares,4120,2577459.00,Acquisition,Equity,17106,0.01,24 Jul 2023,25 Jul 2023,26 Jul 2023,Market Purchase,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,BHARAT BADHWAR,Designated Person,Equity Shares,93600,0.00,Equity Shares,10000,10306000.00,Acquisition,Equity,103600,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
511605,ARIHANT CAPITAL MARKETS LTD.,Ms. Swati Jain,Promoter Group,Equity Shares,4107580,3.95,Equity Shares,300003,14868362.00,Disposal,Equity,3807577,3.66,25 Jul 2023,25 Jul 2023,26 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
542760,Sterling and Wilson Renewable Energy Ltd,Shapoorji Pallonji and Company Private Limited,Promoter,Equity Shares,35196291,18.55,Equity Shares,800000,291120000.00,Pledge,Equity,35196291,18.55,25 Jul 2023,25 Jul 2023,26 Jul 2023,Pledge Released,,,,,,,NA,27 Jul 2023
519600,CCL PRODUCTS (INDIA) LTD.,AMARASREE KATA,Directors Immediate Relative,Equity Shares,17106,0.01,Equity Shares,14,8745.00,Acquisition,Equity,17120,0.01,25 Jul 2023,25 Jul 2023,26 Jul 2023,Market Purchase,,,,,,,BSE,27 Jul 2023
500180,HDFC Bank Ltd,ANAND SANKARARAMAN,Designated Person,Equity Shares,41399,0.00,Equity Shares,14000,14428400.00,Acquisition,Equity,55399,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
511605,ARIHANT CAPITAL MARKETS LTD.,Ms. Swati Jain Revised ,Promoter Group,Equity Shares,3807577,3.66,Equity Shares,36000,1779067.00,Disposal,Equity,3771577,3.63,25 Jul 2023,25 Jul 2023,26 Jul 2023,Market Sale,,,,,,,BSE,27 Jul 2023
524332,BCL Industries Ltd-$,KUSHAL MITTAL,Promoter & Director,Equity Shares,4206970,17.42,Equity Shares,100000,36000000.00,Acquisition,Equity,4306970,17.31,25 Jul 2023,25 Jul 2023,26 Jul 2023,Conversion of security,,,,,,,NA,27 Jul 2023
519600,CCL PRODUCTS (INDIA) LTD.,CHANDRAHAS KATA,Director,Equity Shares,9186,0.01,Equity Shares,1350,841271.00,Acquisition,Equity,10536,0.01,24 Jul 2023,24 Jul 2023,25 Jul 2023,Market Purchase,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,VIVEK NIGAM,Designated Person,Equity Shares,27434,0.00,Equity Shares,3800,3916280.00,Acquisition,Equity,31234,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
511605,ARIHANT CAPITAL MARKETS LTD.,Ms. Swati Jain Revised ,Promoter Group,Equity Shares,4107580,3.95,Equity Shares,300003,14868362.00,Disposal,Equity,3807577,3.66,25 Jul 2023,25 Jul 2023,26 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,RAMASWAMY NARAYANASWAMY,Designated Person,Equity Shares,70540,0.00,Equity Shares,32600,38481120.00,Acquisition,Equity,103140,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500412,THIRUMALAI CHEMICALS LTD.,Ramya Bharathram,Promoter Group,Equity Shares,333820,0.33,Equity Shares,5100,988635.00,Acquisition,Equity,338920,0.33,26 Jul 2023,26 Jul 2023,27 Jul 2023,Market Purchase,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,RAVEESH KUMAR BHATIA,Designated Person,Equity Shares,0,0.00,Equity Shares,20000,24716000.00,Acquisition,Equity,20000,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
532663,Sasken Technologies Ltd,DILIP SUKHLAL MEHTA,Promoter Group,Equity Shares,400,0.00,Equity Shares,400,384283.00,Disposal,Equity,0,0.00,12 Jul 2023,12 Jul 2023,26 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,AMIT KUMAR SARAFF,Designated Person,Equity Shares,5696,0.00,Equity Shares,3800,4670200.00,Acquisition,Equity,9496,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
532663,Sasken Technologies Ltd,DILIP SUKHLAL MEHTA,Promoter Group,Equity Shares,0,0.00,Equity Shares,780,799078.00,Acquisition,Equity,780,0.01,21 Jul 2023,21 Jul 2023,26 Jul 2023,Market Purchase,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,S SHAILESSH,Designated Person,Equity Shares,0,0.00,Equity Shares,12100,14870900.00,Acquisition,Equity,12100,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
543306,Dodla Dairy Ltd,Busireddy Venkat Krishna Reddy,KMP,Equity Shares,679201,1.14,Equity Shares,70000,50732131.00,Disposal,Equity,609201,1.02,26 Jul 2023,26 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,SHARAD VIJAYKUMAR GOENKA,Designated Person,Equity Shares,62946,0.00,Equity Shares,3600,3710160.00,Acquisition,Equity,66546,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
541771,Amin Tannery Ltd,State Bank of India,Other,Equity Shares,32262439,29.88,Equity Shares,32262439,32262439,Revoke,Equity,,,24 Mar 2014,19 Jul 2023,20 Jul 2023,Release Of Pledge,,,,,,,,27 Jul 2023
500180,HDFC Bank Ltd,L Venkateswaran,Designated Person,Equity Shares,11400,0.00,Equity Shares,45400,47896025.00,Acquisition,Equity,56800,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
543306,Dodla Dairy Ltd,Busireddy Venkat Krishna Reddy,KMP,Equity Shares,609201,1.02,Equity Shares,5000,3665833.00,Disposal,Equity,604201,1.02,26 Jul 2023,26 Jul 2023,27 Jul 2023,Market Sale,,,,,,,BSE,27 Jul 2023
500180,HDFC Bank Ltd,MEHUL DILIP NAGDA,Designated Person,Equity Shares,78768,0.00,Equity Shares,18800,23169120.00,Acquisition,Equity,97568,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
540376,Avenue Supermarts Ltd,KIRIT AMRATLAL NAGDA,Designated Person,Equity Shares,104100,0.02,Equity Shares,1000,3697790.00,Disposal,Equity,103100,0.02,26 Jul 2023,26 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,MAIRAJ UDDIN,Designated Person,Equity Shares,52288,0.00,Equity Shares,8800,9069280.00,Acquisition,Equity,61088,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
513262,STEEL STRIPS WHEELS LTD.-$,JATINDER SINGH,Designated Person,Equity Shares,3760,0.00,Equity Shares,2000,489550.00,Disposal,Equity,1760,0.00,26 Jul 2023,26 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,ABHAY BHATIA,Designated Person,Equity Shares,0,0.00,Equity Shares,2200,2267320.00,Acquisition,Equity,2200,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
513262,STEEL STRIPS WHEELS LTD.-$,Ajay Jain,Designated Person,Equity Shares,1800,0.00,Equity Shares,800,200356.00,Disposal,Equity,1000,0.00,26 Jul 2023,26 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,SANJIV BHUYAN,Designated Person,Equity Shares,21000,0.00,Equity Shares,4000,4122400.00,Acquisition,Equity,25000,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
513262,STEEL STRIPS WHEELS LTD.-$,JATINDER SINGH,Designated Person,Equity Shares,4760,0.00,Equity Shares,1000,234210.00,Disposal,Equity,3760,0.00,25 Jul 2023,25 Jul 2023,26 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,DEEPAK NARSINH SHINDE,Designated Person,Equity Shares,132,0.00,Equity Shares,15700,19402060.00,Acquisition,Equity,15832,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,DEEPAK NARSINH SHINDE,Designated Person,Equity Shares,15832,0.00,Equity Shares,15700,19402060.00,Pledge,Equity,15832,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,HITESH JAJOO,Designated Person,Equity Shares,1500,0.00,Equity Shares,3900,4819620.00,Acquisition,Equity,5400,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,S SAMPATH KUMAR,Designated Person,Equity Shares,225018,0.00,Equity Shares,225000,277409000.00,Pledge,Equity,225018,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,SANDEEP KUMAR,Designated Person,Equity Shares,34039,0.00,Equity Shares,62800,77394720.00,Acquisition,Equity,96839,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,HITESH JAJOO,Designated Person,Equity Shares,5400,0.00,Equity Shares,3900,4819620.00,Pledge,Equity,5400,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,APURVA MEHTA,Designated Person,Equity Shares,46802,0.00,Equity Shares,15400,17736200.00,Acquisition,Equity,62202,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,SHAJI BALAKRISHNAN,Designated Person,Equity Shares,11625,0.00,Equity Shares,5800,7167640.00,Pledge,Equity,11625,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,SHAJI BALAKRISHNAN,Designated Person,Equity Shares,5825,0.00,Equity Shares,5800,7167640.00,Acquisition,Equity,11625,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,VANITA DAS,Designated Person,Equity Shares,118525,0.00,Equity Shares,5200,5359120.00,Pledge,Equity,118525,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,LOPA RUPAREL,Designated Person,Equity Shares,111350,0.00,Equity Shares,3300,4064540.00,Acquisition,Equity,114650,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,MAIRAJ UDDIN,Designated Person,Equity Shares,61088,0.00,Equity Shares,8800,9069280.00,Pledge,Equity,61088,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,AJAY KUMAR KAPOOR,Designated Person,Equity Shares,122010,0.00,Equity Shares,31400,38658600.00,Acquisition,Equity,153410,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,MAYURESH V APTE,Designated Person,Equity Shares,45400,0.00,Equity Shares,29400,36239360.00,Pledge,Equity,45400,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,ARUP KUMAR RAKSHIT,Designated Person,Equity Shares,274398,0.00,Equity Shares,15000,15459000.00,Acquisition,Equity,289398,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
540376,Avenue Supermarts Ltd,KIRIT AMRATLAL NAGDA,Designated Person,Equity Shares,105100,0.02,Equity Shares,1000,3667000.00,Disposal,Equity,104100,0.02,25 Jul 2023,25 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,PRAMOD H PAI,Designated Person,Equity Shares,3400,0.00,Equity Shares,7600,9830575.00,Acquisition,Equity,11000,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
540376,Avenue Supermarts Ltd,SHARAD ROHIDAS KHILARI,Designated Person,Equity Shares,28920,0.00,Equity Shares,270,996300.00,Disposal,Equity,28650,0.00,26 Jul 2023,26 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,S SAMPATH KUMAR,Designated Person,Equity Shares,18,0.00,Equity Shares,225000,277409000.00,Acquisition,Equity,225018,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
540376,Avenue Supermarts Ltd,HITESH BACHUBHAI SHAH,Designated Person,Equity Shares,435500,0.06,Equity Shares,2000,7417000.00,Disposal,Equity,433500,0.06,26 Jul 2023,26 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,SUNDARESAN M,Designated Person,Equity Shares,196400,0.00,Equity Shares,14000,14428400.00,Acquisition,Equity,210400,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
506690,UNICHEM LABORATORIES LTD.,ANAND MAHAJAN,Director,Equity Shares,3029,0.00,Equity Shares,3029,1146628.00,Disposal,Equity,0,0.00,25 Jul 2023,25 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,VANITA DAS,Designated Person,Equity Shares,113325,0.00,Equity Shares,5200,5359120.00,Acquisition,Equity,118525,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
506690,UNICHEM LABORATORIES LTD.,VERA MAHAJAN,Directors Immediate Relative,Equity Shares,2836,0.00,Equity Shares,2836,1072377.00,Disposal,Equity,0,0.00,25 Jul 2023,25 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,BENJAMIN FRANK,Designated Person,Equity Shares,283580,0.00,Equity Shares,20600,21230360.00,Acquisition,Equity,304180,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
542772,360 ONE WAM LTD,ASHWINA RAGHAVAN,Employee,Equity Shares,7112,0.00,Equity Shares,3556,1820711.00,Disposal,Equity,3556,0.00,27 Jul 2023,27 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,SHARAD RUNGTA,Designated Person,Equity Shares,12800,0.00,Equity Shares,5000,5153000.00,Acquisition,Equity,17800,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
542772,360 ONE WAM LTD,SHAJIKUMAR DEVAKAR,Employee,Equity Shares,418000,0.12,Equity Shares,7000,3588905.00,Disposal,Equity,411000,0.12,26 Jul 2023,26 Jul 2023,27 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500180,HDFC Bank Ltd,VINAY KUMAR RAZDAN,Designated Person,Equity Shares,36800,0.00,Equity Shares,72000,74477860.00,Acquisition,Equity,108800,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,SUNDARESAN M,Designated Person,Equity Shares,210400,0.00,Equity Shares,14000,14428400.00,Pledge,Equity,210400,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,MAYURESH V APTE,Designated Person,Equity Shares,16000,0.00,Equity Shares,29400,36239360.00,Acquisition,Equity,45400,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,PARAMESHWARAN R,Designated Person,Equity Shares,6000,0.00,Equity Shares,6000,6183600.00,Pledge,Equity,6000,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,PARAMESHWARAN R,Designated Person,Equity Shares,0,0.00,Equity Shares,6000,6183600.00,Acquisition,Equity,6000,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,MULBAGAL VIJAYA KRISHNA,Designated Person,Equity Shares,112140,0.00,Equity Shares,54400,67042560.00,Pledge,Equity,112140,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,MULBAGAL VIJAYA KRISHNA,Designated Person,Equity Shares,57740,0.00,Equity Shares,54400,67042560.00,Acquisition,Equity,112140,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,Mohsin Raza,Designated Person,Equity Shares,2009,0.00,Equity Shares,800,1357600.00,Disposal,Equity,1209,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Market Sale,,,,,,,NSE,27 Jul 2023
500124,DR.REDDY'S LABORATORIES LTD.,Milan Kalawadia,Designated Person,Any other instrument,2049,0.00,Any other instrument,1195,6443141.00,Acquisition,-,3244,0.00,25 Jul 2023,25 Jul 2023,26 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,SANDEEP KUMAR,Designated Person,Equity Shares,96839,0.00,Equity Shares,62800,77394720.00,Pledge,Equity,96839,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500124,DR.REDDY'S LABORATORIES LTD.,David Moulton,Designated Person,Any other instrument,0,0.00,Any other instrument,234,1261670.00,Acquisition,-,234,0.00,25 Jul 2023,25 Jul 2023,26 Jul 2023,ESOP,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,RAMASWAMY NARAYANASWAMY,Designated Person,Equity Shares,103140,0.00,Equity Shares,32600,38481120.00,Pledge,Equity,103140,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,L Venkateswaran,Designated Person,Equity Shares,56800,0.00,Equity Shares,45400,47896025.00,Pledge,Equity,56800,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,RAVEESH KUMAR BHATIA,Designated Person,Equity Shares,20000,0.00,Equity Shares,20000,24716000.00,Pledge,Equity,20000,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,BHARAT BADHWAR,Designated Person,Equity Shares,103600,0.00,Equity Shares,10000,10306000.00,Pledge,Equity,103600,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
500180,HDFC Bank Ltd,APURVA MEHTA,Designated Person,Equity Shares,62202,0.00,Equity Shares,15400,17736200.00,Pledge,Equity,62202,0.00,25 Jul 2023,25 Jul 2023,25 Jul 2023,Creation Of Pledge,,,,,,,NA,27 Jul 2023
532893,VTM LTD.,UMA KANNAN,Promoter Group,Equity Shares,0,0.00,Equity Shares,585600,0.00,Acquisition,Equity,585600,1.46,24 Jul 2023,24 Jul 2023,26 Jul 2023,Inter-se Transfer,,,,,,,NA,27 Jul 2023
531359,SHRIRAM ASSET MANAGEMENT CO.LTD.,Shriram Credit Company Limited,Promoter,Equity Shares,4120010,63.94,Equity Shares,804500,8045000.00,Acquisition,Equity,4924510,60.75,24 Jul 2023,24 Jul 2023,25 Jul 2023,Conversion of security,,,,,,,NA,26 Jul 2023
